Dag,2021/09/15_laag,2021/09/15_hoog,2021/11/03_laag,2021/11/03_hoog,2021/11/15_laag,2021/11/15_hoog,2021/12/21_laag,2021/12/21_hoog,2022/01/20_laag,2022/01/20_hoog,2022/01/26_laag,2022/01/26_hoog,LCPS_7_dgn_gem
12/16/2021,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,38.57142857
12/17/2021,#N/A,#N/A,#N/A,51.02362205,14.23076923,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,36.57142857
12/18/2021,#N/A,14.89583333,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34.85714286
12/19/2021,#N/A,#N/A,#N/A,#N/A,#N/A,25.8974359,36.67232598,#N/A,#N/A,#N/A,#N/A,#N/A,33.85714286
12/20/2021,#N/A,#N/A,19.2519685,48.54330709,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,33.85714286
12/21/2021,4.010416667,#N/A,#N/A,#N/A,12.43589744,23.20512821,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,31.57142857
12/22/2021,#N/A,15.57291667,#N/A,46.2992126,#N/A,#N/A,40.74702886,#N/A,#N/A,#N/A,#N/A,#N/A,30.71428571
12/23/2021,#N/A,#N/A,#N/A,#N/A,#N/A,20.38461538,#N/A,40.06791171,#N/A,#N/A,#N/A,#N/A,29.42857143
12/24/2021,#N/A,#N/A,18.18897638,44.17322835,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,27.42857143
12/25/2021,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,47.53820034,#N/A,#N/A,#N/A,#N/A,#N/A,26.42857143
12/26/2021,#N/A,15.98958333,#N/A,41.1023622,10.25641026,18.33333333,#N/A,51.61290323,#N/A,#N/A,#N/A,#N/A,26
12/27/2021,4.479166667,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,25.85714286
12/28/2021,#N/A,#N/A,#N/A,37.91338583,#N/A,16.28205128,59.08319185,#N/A,#N/A,#N/A,#N/A,#N/A,26
12/29/2021,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,67.23259762,#N/A,#N/A,#N/A,#N/A,26.14285714
12/30/2021,#N/A,#N/A,16.2992126,#N/A,#N/A,14.48717949,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,25.28571429
12/31/2021,#N/A,15.67708333,#N/A,34.2519685,8.076923077,#N/A,74.70288625,#N/A,#N/A,#N/A,#N/A,#N/A,25
1/1/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,24.28571429
1/2/2022,4.84375,#N/A,#N/A,31.65354331,#N/A,12.30769231,84.88964346,#N/A,#N/A,#N/A,#N/A,#N/A,23.42857143
1/3/2022,#N/A,15.46875,#N/A,#N/A,#N/A,#N/A,#N/A,105.942275,#N/A,#N/A,#N/A,#N/A,22.28571429
1/4/2022,#N/A,#N/A,#N/A,#N/A,#N/A,10.64102564,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,21.71428571
1/5/2022,#N/A,#N/A,#N/A,27.63779528,#N/A,#N/A,100.5093379,129.7113752,#N/A,#N/A,#N/A,#N/A,19.42857143
1/6/2022,#N/A,#N/A,14.05511811,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18.42857143
1/7/2022,#N/A,15.15625,#N/A,25.27559055,6.153846154,8.846153846,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,17.57142857
1/8/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,115.4499151,157.5551783,#N/A,#N/A,#N/A,#N/A,17.42857143
1/9/2022,5.364583333,#N/A,#N/A,22.79527559,#N/A,#N/A,#N/A,#N/A,21.18003026,#N/A,#N/A,#N/A,16.85714286
1/10/2022,#N/A,14.73958333,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,17
1/11/2022,#N/A,#N/A,#N/A,#N/A,#N/A,7.179487179,127.6740238,#N/A,#N/A,#N/A,#N/A,#N/A,16
1/12/2022,#N/A,14.16666667,11.33858268,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,21.93645991,#N/A,#N/A,15.71428571
1/13/2022,#N/A,#N/A,#N/A,19.96062992,#N/A,#N/A,#N/A,210.5263158,#N/A,#N/A,#N/A,#N/A,15.71428571
1/14/2022,#N/A,#N/A,#N/A,#N/A,4.615384615,#N/A,135.1443124,#N/A,22.69288956,#N/A,#N/A,#N/A,15.14285714
1/15/2022,#N/A,13.59375,#N/A,17.24409449,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14.42857143
1/16/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,23.07110439,#N/A,#N/A,14.71428571
1/17/2022,#N/A,13.28125,#N/A,#N/A,#N/A,5.256410256,140.5772496,264.8556876,#N/A,#N/A,#N/A,#N/A,13.28571429
1/18/2022,5.625,#N/A,#N/A,15,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,11.28571429
1/19/2022,#N/A,#N/A,9.330708661,#N/A,#N/A,#N/A,#N/A,#N/A,23.44931921,#N/A,#N/A,#N/A,10.71428571
1/20/2022,#N/A,12.65625,#N/A,#N/A,3.205128205,#N/A,139.8981324,#N/A,#N/A,#N/A,#N/A,#N/A,11.28571429
1/21/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,308.9983022,#N/A,27.23146747,#N/A,#N/A,11.14285714
1/22/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,324.6179966,#N/A,#N/A,#N/A,#N/A,10.71428571
1/23/2022,#N/A,12.03125,#N/A,11.81102362,#N/A,#N/A,133.106961,#N/A,#N/A,#N/A,#N/A,#N/A,9.714285714
1/24/2022,#N/A,#N/A,#N/A,#N/A,#N/A,3.846153846,#N/A,337.5212224,27.98789713,35.17397882,#N/A,#N/A,9.571428571
1/25/2022,#N/A,#N/A,7.677165354,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9.571428571
1/26/2022,5.625,11.30208333,#N/A,#N/A,#N/A,#N/A,125.6366723,340.9168081,#N/A,#N/A,#N/A,#N/A,10.71428571
1/27/2022,#N/A,#N/A,#N/A,9.68503937,2.692307692,#N/A,#N/A,#N/A,#N/A,46.89863843,#N/A,#N/A,10
1/28/2022,#N/A,10.83333333,#N/A,#N/A,#N/A,#N/A,117.4872666,339.5585739,#N/A,#N/A,#N/A,#N/A,10.85714286
1/29/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,331.4091681,#N/A,59.75794251,#N/A,#N/A,11.14285714
1/30/2022,#N/A,#N/A,#N/A,#N/A,#N/A,2.948717949,#N/A,319.1850594,32.52647504,#N/A,14.43778111,14.97751124,11.42857143
1/31/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,109.3378608,#N/A,#N/A,#N/A,#N/A,#N/A,11.57142857
2/1/2022,#N/A,10.05208333,6.141732283,8.031496063,#N/A,#N/A,#N/A,301.5280136,#N/A,#N/A,16.46176912,18.08095952,13.28571429
2/2/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,95.07640068,#N/A,#N/A,82.45083207,#N/A,#N/A,#N/A
2/3/2022,5.625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,273.6842105,#N/A,#N/A,18.62068966,21.85907046,#N/A
2/4/2022,#N/A,9.270833333,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/5/2022,#N/A,#N/A,#N/A,#N/A,2.051282051,#N/A,84.21052632,251.9524618,38.57791225,110.4387292,#N/A,#N/A,#N/A
2/6/2022,#N/A,#N/A,#N/A,#N/A,#N/A,2.307692308,#N/A,#N/A,#N/A,#N/A,21.45427286,#N/A,#N/A
2/7/2022,#N/A,8.541666667,#N/A,6.25984252,#N/A,#N/A,#N/A,228.1833616,#N/A,#N/A,#N/A,27.66116942,#N/A
2/8/2022,#N/A,#N/A,4.842519685,#N/A,#N/A,#N/A,73.34465195,#N/A,#N/A,#N/A,24.15292354,#N/A,#N/A
2/9/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,183.3616299,#N/A,144.0998487,#N/A,32.3838081,#N/A
2/10/2022,#N/A,7.708333333,#N/A,#N/A,1.538461538,#N/A,59.08319185,#N/A,#N/A,#N/A,27.12143928,#N/A,#N/A
2/11/2022,5.46875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,167.5491679,#N/A,38.72563718,#N/A
2/12/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,148.0475382,43.49470499,#N/A,#N/A,#N/A,#N/A
2/13/2022,#N/A,#N/A,#N/A,4.606299213,#N/A,1.794871795,#N/A,#N/A,#N/A,#N/A,30.62968516,43.17841079,#N/A
2/14/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,46.17996604,#N/A,#N/A,189.4856278,#N/A,#N/A,#N/A
2/15/2022,#N/A,7.03125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,197.806354,33.5982009,#N/A,#N/A
2/16/2022,5.208333333,#N/A,3.779527559,#N/A,#N/A,#N/A,#N/A,100.5093379,#N/A,#N/A,#N/A,48.84557721,#N/A
2/17/2022,#N/A,#N/A,#N/A,#N/A,1.025641026,#N/A,38.70967742,#N/A,#N/A,204.9924357,37.10644678,#N/A,#N/A
2/18/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,76.74023769,47.65506808,#N/A,#N/A,54.10794603,#N/A
2/19/2022,#N/A,6.302083333,#N/A,3.897637795,#N/A,#N/A,30.56027165,#N/A,#N/A,206.8835098,#N/A,#N/A,#N/A
2/20/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61.12054329,#N/A,#N/A,40.88455772,58.96551724,#N/A
2/21/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,205.7488654,#N/A,#N/A,#N/A
2/22/2022,4.791666667,5.677083333,#N/A,#N/A,#N/A,#N/A,#N/A,50.93378608,#N/A,201.2102874,#N/A,63.01349325,#N/A
2/23/2022,#N/A,#N/A,3.070866142,#N/A,#N/A,#N/A,#N/A,43.46349745,49.54614221,197.0499244,44.3928036,#N/A,#N/A
2/24/2022,#N/A,5.3125,#N/A,2.952755906,#N/A,#N/A,20.37351443,#N/A,#N/A,189.107413,#N/A,#N/A,#N/A
2/25/2022,4.635416667,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,36.67232598,#N/A,#N/A,#N/A,#N/A,#N/A
2/26/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,29.8811545,#N/A,172.8441755,#N/A,66.52173913,#N/A
2/27/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,16.97792869,#N/A,#N/A,#N/A,47.63118441,#N/A,#N/A
2/28/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,23.76910017,#N/A,157.3373676,#N/A,#N/A,#N/A
3/1/2022,#N/A,#N/A,#N/A,2.362204724,#N/A,#N/A,#N/A,#N/A,49.92435703,#N/A,#N/A,67.33133433,#N/A
3/2/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,19.01528014,#N/A,#N/A,47.63118441,#N/A,#N/A
3/3/2022,#N/A,#N/A,2.480314961,#N/A,#N/A,#N/A,12.90322581,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/4/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,133.8880484,#N/A,66.11694153,#N/A
3/5/2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,12.90322581,#N/A,#N/A,#N/A,#N/A,#N/A
